2.62001	1.87387	0.65783	0.00377	
2.71520	1.71498	0.60081	0.00473	
2.58367	1.39279	0.40186	0.00461	
2.35626	0.47515	-0.10006	-0.00284	
-0.34314	-0.53193	-0.29525	-0.00796	
-1.81001	-0.98380	-0.32402	-0.00847	
-3.13567	-1.66508	-0.49200	-0.00486	
-2.73431	-1.33671	-0.37937	-0.00284	
-1.64584	-0.62839	-0.09732	-0.00038	
-0.98320	-0.39712	-0.07074	0.00039	
-0.41905	-0.21271	-0.05875	0.00025	
-0.17214	-0.08592	-0.02544	0.00001	
-0.14182	-0.01647	0.00873	0.00030	
-0.11066	-0.04413	-0.01258	0.00005	
0.00598	0.03162	0.02483	0.00007	
0.09481	0.03847	-0.00014	-0.00096	
-0.10537	-0.08610	-0.03666	-0.00035	
-0.02194	0.01741	0.01700	-0.00029	
0.12378	0.06172	0.00649	-0.00094	
0.33641	0.11725	0.00319	-0.00155	
0.08956	0.04527	0.01170	-0.00114	
-0.00355	-0.00277	-0.00034	-0.00096	
0.03850	0.01441	-0.00075	-0.00105	
-0.01709	-0.02402	-0.01101	-0.00101	
0.00140	0.00399	0.00165	-0.00092	
0.00291	0.00195	0.00013	-0.00090	
-0.17251	-0.06484	-0.00877	-0.00065	
0.07083	-0.00239	-0.01852	-0.00103	
0.00110	0.02220	0.01284	-0.00101	
-0.07419	-0.05882	-0.02032	-0.00046	
0.02121	0.00455	-0.00723	-0.00096	
0.03044	0.01215	0.00029	-0.00107	
0.02775	0.01439	0.00107	-0.00121	
0.00749	-0.01388	-0.00923	-0.00088	
-0.00671	0.01319	0.01260	-0.00067	
0.01952	0.02681	0.01509	-0.00092	
0.03152	0.02105	0.00886	-0.00114	
0.01677	0.00982	0.00312	-0.00115	
-2.76209	-0.95827	0.07661	-0.00610	
-2.81225	-1.08380	0.15302	-0.00643	
-3.06572	-1.58272	0.07323	-0.00800	
-3.28626	-1.65049	0.02330	-0.00398	
-3.17249	-1.14361	0.02690	0.00405	
-2.07169	-0.64702	-0.14653	0.00714	
0.64648	0.10342	0.52129	0.00526	
2.28713	0.55510	0.75620	0.00223	
2.84877	0.70450	0.71198	0.00173	
3.49329	1.54963	1.03072	0.00548	
3.46245	1.42947	0.55696	0.00634	
3.52770	1.53095	0.50165	0.00701	
3.48089	1.25880	0.12745	0.00497	
3.26885	1.22124	0.10276	0.00532	
2.94026	1.09428	-0.08993	0.00430	
2.01978	0.97144	0.19195	0.00451	
0.78948	0.45196	0.11376	0.00427	
0.40134	0.25971	0.13680	0.00330	
-0.90016	-0.30866	0.04609	0.00241	
-1.40179	-0.60599	0.01908	0.00227	
-2.00808	-1.02446	-0.22622	0.00119	
-1.87274	-0.96298	-0.19610	0.00004	
