3.00000	2.11912	0.88057	0.00000	
3.00000	1.43528	0.35791	0.00000	
2.67669	0.66374	-0.19394	0.00000	
-0.31812	-0.68084	-0.41779	0.00000	
-1.98086	-1.18949	-0.36044	0.00000	
-2.03025	-1.06336	-0.25885	0.00000	
-1.54563	-0.72281	-0.13924	0.00000	
-1.18207	-0.52806	-0.09110	0.00000	
-0.75550	-0.32344	-0.05003	0.00000	
-0.55526	-0.23337	-0.03438	0.00000	
-0.35061	-0.14417	-0.01996	0.00000	
-0.25978	-0.10535	-0.01395	0.00000	
-0.16840	-0.06683	-0.00816	0.00000	
-0.12782	-0.04995	-0.00571	0.00000	
-0.08648	-0.03301	-0.00336	0.00000	
-0.06769	-0.02544	-0.00238	0.00000	
-0.04798	-0.01765	-0.00143	0.00000	
-0.03870	-0.01406	-0.00104	0.00000	
-0.02859	-0.01022	-0.00065	0.00000	
-0.02363	-0.00837	-0.00049	0.00000	
-0.01800	-0.00630	-0.00033	0.00000	
-0.01513	-0.00527	-0.00025	0.00000	
-0.01178	-0.00408	-0.00018	0.00000	
-0.01003	-0.00346	-0.00015	0.00000	
-0.00793	-0.00273	-0.00011	0.00000	
-0.00679	-0.00233	-0.00009	0.00000	
-0.00542	-0.00185	-0.00007	0.00000	
-0.00467	-0.00159	-0.00006	0.00000	
-0.00374	-0.00128	-0.00005	0.00000	
-0.00325	-0.00111	-0.00004	0.00000	
-0.00260	-0.00088	-0.00003	0.00000	
-0.00226	-0.00077	-0.00003	0.00000	
-0.00183	-0.00062	-0.00002	0.00000	
-0.00158	-0.00054	-0.00002	0.00000	
-0.00128	-0.00044	-0.00002	0.00000	
-0.00111	-0.00038	-0.00001	0.00000	
-0.00090	-0.00031	-0.00001	0.00000	
-0.00078	-0.00027	-0.00001	0.00000	
-3.00000	-1.86800	-0.71449	0.00000	
-3.00000	-1.88533	-0.77930	0.00000	
-3.00000	-1.77500	-0.99795	0.00000	
-3.00000	-1.25183	-0.58981	0.00000	
-3.00000	-0.69013	0.40348	0.00000	
0.59749	0.79119	0.52834	0.00000	
