-0.49132	0.91801
-0.40242	0.73231
-0.25525	0.55907
-0.12988	0.40999
-0.05038	0.29005
-0.00953	0.20033
0.00773	0.13678
0.01333	0.09328
0.01380	0.06389
0.01222	0.04395
0.00991	0.03025
0.00745	0.02066
0.00511	0.01382
0.00298	0.00883
0.00111	0.00512
-0.00050	0.00231
-0.00188	0.00014
-0.00304	-0.00156
-0.00402	-0.00291
-0.00484	-0.00399
-0.00553	-0.00487
-0.00610	-0.00558
-0.00658	-0.00617
-0.00699	-0.00665
-0.00732	-0.00705
-0.00760	-0.00738
-0.00784	-0.00765
-0.00803	-0.00788
-0.00820	-0.00807
-0.00834	-0.00823
-0.00845	-0.00836
-0.00855	-0.00847
-0.00863	-0.00857
-0.00870	-0.00865
-0.00876	-0.00871
-0.00880	-0.00877
-0.00885	-0.00881
-0.00888	-0.00885
0.75017	-2.34270
0.62869	-2.25435
0.49777	-2.04450
0.48603	-1.70293
0.60716	-1.37223
0.71668	-1.11241
0.75994	-0.90854
0.75293	-0.75253
0.72629	-0.64125
0.69877	-0.57332
0.67713	-0.53644
0.66197	-0.51466
0.65140	-0.50065
0.64376	-0.49109
0.63802	-0.48428
0.63356	-0.47927
0.63001	-0.47548
0.62712	-0.47255
0.62474	-0.47023
0.62274	-0.46836
0.62105	-0.46682
0.61961	-0.46554
0.61837	-0.46445
0.61729	-0.46353
0.61635	-0.46273
0.61552	-0.46203
0.61479	-0.46142
0.61414	-0.46088
0.61357	-0.46040
0.61305	-0.45997
0.61258	-0.45959
0.61216	-0.45925
0.61178	-0.45893
0.61144	-0.45865
0.61112	-0.45840
0.61084	-0.45816
0.61058	-0.45795
0.61034	-0.45775
0.61012	-0.45758
0.60991	-0.45741
0.60973	-0.45726
0.60956	-0.45712
0.60940	-0.45699
0.60925	-0.45687
0.60911	-0.45676
0.60899	-0.45666
0.60887	-0.45656
0.60876	-0.45648
0.60866	-0.45639
0.60857	-0.45632
-1.39288	-0.33274
-1.12564	-0.27041
-0.82520	-0.30057
-0.58639	-0.32550
-0.39609	-0.29700
-0.25707	-0.23984
-0.16609	-0.17891
-0.10872	-0.12761
-0.07215	-0.08914
-0.04818	-0.06155
-0.03219	-0.04195
-0.02139	-0.02791
-0.01405	-0.01771
-0.00905	-0.01020
-0.00561	-0.00462
-0.00323	-0.00043
-0.00157	0.00273
-0.00040	0.00513
0.00044	0.00695
0.00103	0.00834
0.00147	0.00940
0.00178	0.01022
0.00201	0.01084
0.00219	0.01132
0.00232	0.01168
0.00241	0.01196
0.00248	0.01218
0.00254	0.01234
0.00258	0.01247
0.00261	0.01257
0.00264	0.01264
0.00265	0.01270
0.00267	0.01275
0.00268	0.01278
-1.46460	1.52180
-1.42202	1.16080
-1.42131	0.84463
-1.34371	0.63769
-1.17799	0.49339
-0.99008	0.38707
-0.82283	0.31353
-0.68972	0.25912
-0.59258	0.21526
-0.52499	0.17929
-0.47869	0.15069
-0.44661	0.12890
-0.42383	0.11286
-0.40710	0.10131
-0.39443	0.09308
-0.38456	0.08721
-0.37670	0.08299
-0.37031	0.07990
-0.36504	0.07760
-0.36063	0.07584
-0.35690	0.07447
-0.35371	0.07338
-0.35096	0.07248
-0.34858	0.07174
-0.34649	0.07112
-0.34465	0.07058
-0.34302	0.07012
-0.34158	0.06971
-0.34028	0.06936
-0.33912	0.06904
-0.33807	0.06876
-0.33712	0.06850
-0.33626	0.06828
-0.33548	0.06807
-0.33477	0.06788
-0.33412	0.06771
-0.33352	0.06755
-0.33297	0.06741
-0.33246	0.06728
-0.33200	0.06716
-0.33157	0.06704
-0.33117	0.06694
-0.33080	0.06684
-0.33045	0.06675
-0.33014	0.06667
-0.32984	0.06659
-0.32956	0.06652
-0.32931	0.06646
-0.32906	0.06639
-0.32884	0.06633
-0.32863	0.06628
-0.32843	0.06623
-0.32825	0.06618
-0.32808	0.06613
2.27915	1.44691
1.93470	1.28749
1.47060	1.29445
1.13525	1.33882
0.90347	1.27680
0.72546	1.13065
0.60308	0.97021
0.51747	0.83490
0.45212	0.73670
0.40024	0.67053
0.35965	0.62709
0.32886	0.59821
0.30611	0.57839
0.28956	0.56413
0.27757	0.55342
0.26884	0.54508
0.26242	0.53838
0.25760	0.53290
0.25392	0.52834
0.25105	0.52450
0.24876	0.52123
0.24689	0.51843
0.24534	0.51601
0.24404	0.51390
0.24293	0.51205
0.24197	0.51042
0.24113	0.50897
0.24039	0.50769
0.23974	0.50654
0.23916	0.50551
0.23864	0.50457
0.23817	0.50373
0.23775	0.50297
0.23737	0.50227
0.23702	0.50164
0.23670	0.50106
0.23641	0.50052
0.23614	0.50004
0.23589	0.49958
0.23566	0.49917
-1.86613	0.13693
-1.59802	0.16875
-1.33412	0.33404
-1.13460	0.47325
-0.94611	0.53036
-0.76961	0.53194
-0.63568	0.50840
