0.03007	0.02313	0.00378	0.00000	0.08167	0.02030	0.00254	0.00000	
0.03254	0.02275	0.00352	0.00000	0.05873	0.01222	0.00145	0.00000	
0.03330	0.02246	0.00338	0.00000	0.04746	0.00886	0.00120	0.00000	
0.03363	0.02200	0.00320	0.00000	0.02240	0.00580	0.00801	0.00000	
0.03352	0.02169	0.00310	0.00000	0.01508	0.00470	0.00771	0.00000	
0.03285	0.02123	0.00298	0.00000	0.02200	0.00421	0.00343	0.00000	
0.03219	0.02082	0.00288	0.00000	0.02629	0.00406	0.00104	0.00000	
0.03101	0.02032	0.00278	0.00000	0.02757	0.00341	-0.00112	0.00000	
0.03015	0.01997	0.00273	0.00000	0.02689	0.00328	-0.00146	0.00000	
0.02880	0.01935	0.00262	0.00000	0.02308	0.00272	-0.00173	0.00000	
25.35239	30.00000	11.95614	0.00000	24.17634	28.70334	12.82985	-0.00000	
30.00000	13.79267	1.56252	0.00000	30.26226	17.49027	-0.57232	0.00000	
29.14101	2.98146	-3.26153	0.00000	26.78694	3.14361	-4.94757	0.00000	
-6.90296	-9.81304	-3.64849	0.00000	-4.31603	-19.56845	-5.92197	0.00000	
-14.60276	-10.09967	-2.63711	0.00000	-20.54849	-15.08491	-1.82484	0.00000	
-14.83651	-6.86513	-1.09167	0.00000	-18.71091	-9.00674	-0.97131	-0.00000	
-12.20111	-4.60789	-0.42268	0.00000	-13.73244	-5.02595	-0.24918	-0.00000	
-8.18734	-2.37935	0.03630	0.00000	-7.18883	-0.79254	0.39888	-0.00000	
0.00803	0.01959	0.00271	0.00000	0.00003	-0.00000	-0.00001	-0.00000	
30.00000	30.00000	11.37911	0.00000	58.28245	28.21163	-1.38063	-0.00000	
30.00000	30.00000	4.66607	0.00000	36.57227	13.01817	0.30033	0.00000	
30.00000	8.82347	-3.14733	0.00000	28.44598	-1.22904	-6.16547	0.00000	
-11.53224	-8.27897	-2.55848	0.00000	15.58005	6.06496	0.33613	0.00000	
-20.97214	-9.16277	-1.77108	0.00000	10.81709	4.95965	1.36635	0.00000	
-17.37396	-3.56401	0.08839	0.00000	-16.54432	-1.38750	3.71567	0.00000	
-13.21564	-0.80185	0.77531	0.00000	-22.94435	-6.90651	3.04883	0.00000	
-8.90065	0.46317	0.87137	0.00000	-30.93294	-18.45476	-2.06549	0.00000	
-7.10865	0.39308	0.68768	0.00000	-45.30785	-25.68822	-11.79091	-0.00000	
-5.19288	0.07111	0.40754	0.00000	-26.92608	-6.88369	-3.83318	-0.00000	
-4.19295	-0.07456	0.27570	0.00000	-18.53095	-5.29034	-1.43429	-0.00000	
-2.98432	-0.16120	0.15475	0.00000	-1.84140	1.28065	0.18228	-0.00000	
-2.34945	-0.16393	0.10869	0.00000	3.58562	2.52401	1.09990	0.00000	
-1.61734	-0.13416	0.06839	0.00000	4.63373	2.14061	0.02885	0.00000	
-1.25189	-0.10816	0.05236	0.00000	4.50451	1.75577	-0.41705	0.00000	
-0.84583	-0.07203	0.03688	0.00000	4.03200	1.32578	-0.47935	0.00000	
-0.64844	-0.05243	0.02985	0.00000	3.29155	0.97779	-0.61650	0.00000	
-0.43268	-0.02991	0.02221	0.00000	2.46358	0.60853	-0.55271	-0.00000	
-0.32883	-0.01887	0.01840	0.00000	2.08242	0.36533	-0.27975	-0.00000	
-0.21620	-0.00703	0.01399	0.00000	1.68897	0.27992	-0.00012	-0.00000	
-0.16234	-0.00157	0.01169	0.00000	1.73305	0.15762	0.29277	-0.00000	
-0.10391	0.00433	0.00906	0.00000	0.55288	0.42783	0.06931	-0.00000	
-0.07614	0.00698	0.00770	0.00000	0.90619	0.91934	-0.25773	-0.00000	
-0.04622	0.00962	0.00608	0.00000	1.03862	0.72805	-0.05960	-0.00000	
-0.03204	0.01078	0.00526	0.00000	0.35313	0.52150	0.05994	-0.00000	
-0.01688	0.01185	0.00428	0.00000	-0.37428	0.27430	0.11929	-0.00000	
-0.00977	0.01231	0.00380	0.00000	-0.64266	0.04060	0.08553	-0.00000	
-0.00235	0.01263	0.00323	0.00000	-0.87524	-0.23871	0.02665	-0.00000	
0.00112	0.01270	0.00294	0.00000	-0.82985	-0.22982	0.02161	-0.00000	
0.00448	0.01256	0.00258	0.00000	-0.71957	-0.18137	0.04524	-0.00000	
0.00612	0.01253	0.00243	0.00000	-0.63214	-0.13336	0.04483	-0.00000	
0.00755	0.01225	0.00221	0.00000	-0.42160	-0.07816	0.02807	-0.00000	
0.00807	0.01199	0.00207	0.00000	-0.30807	-0.05106	0.02111	-0.00000	
0.00842	0.01164	0.00193	0.00000	-0.19105	-0.02270	0.01483	-0.00000	
0.00855	0.01144	0.00187	0.00000	-0.13964	-0.01050	0.01219	-0.00000	
30.00000	30.00000	9.75804	0.00000	55.41376	16.10767	-3.30913	-0.00000	
30.00000	10.65628	-0.01818	0.00000	43.63987	13.61220	0.59075	-0.00000	
7.35862	-6.57796	-4.11245	0.00000	29.31024	8.59479	-2.19641	0.00000	
-3.12502	-9.25453	-3.51809	0.00000	26.21246	8.31096	-4.52916	0.00000	
-10.20287	-8.31429	-1.90350	0.00000	-10.89474	-9.54415	4.08280	0.00000	
-10.43140	-6.41449	-1.01695	0.00000	-22.07384	-8.48332	1.70555	0.00000	
-8.15028	-3.70269	-0.20748	0.00000	-22.86711	-8.31894	1.27487	0.00000	
-6.38149	-2.43855	0.04161	0.00000	-26.77087	-9.18529	1.20401	0.00000	
-4.23665	-1.29357	0.16887	0.00000	-23.45629	-8.58984	0.98987	0.00000	
-3.19350	-0.86165	0.17532	0.00000	-14.06610	-5.04181	0.72797	0.00000	
-2.08520	-0.48469	0.14665	0.00000	-6.25704	-1.53530	0.43914	0.00000	
-1.57008	-0.33672	0.12175	0.00000	-3.94757	-0.59140	0.25385	0.00000	
-1.02712	-0.19857	0.08804	0.00000	-1.08351	-0.06833	-0.00719	0.00000	
-0.77456	-0.14028	0.06987	0.00000	0.60812	0.35508	-0.02765	0.00000	
-0.50804	-0.08319	0.04879	0.00000	1.85003	0.76573	-0.08832	0.00000	
-0.38405	-0.05827	0.03827	0.00000	2.01909	0.78977	-0.11870	0.00000	
-0.25286	-0.03301	0.02659	0.00000	1.62189	0.53030	-0.11016	0.00000	
-0.19186	-0.02185	0.02089	0.00000	1.10367	0.20677	-0.22301	0.00000	
-0.12749	-0.01056	0.01463	0.00000	0.62214	0.05527	-0.19560	0.00000	
-0.09769	-0.00568	0.01157	0.00000	0.29392	-0.04194	-0.14952	0.00000	
-0.06595	-0.00049	0.00830	0.00000	-0.20824	-0.19904	-0.08675	0.00000	
-0.05131	0.00169	0.00670	0.00000	-0.35623	-0.21165	-0.05333	0.00000	
-0.03584	0.00390	0.00498	0.00000	-0.42393	-0.18433	-0.02307	0.00000	
-0.02871	0.00482	0.00416	0.00000	-0.41203	-0.15443	-0.01123	0.00000	
-0.02116	0.00565	0.00325	0.00000	-0.36300	-0.10713	-0.00004	0.00000	
-0.01753	0.00608	0.00282	0.00000	-0.27960	-0.03502	0.01843	0.00000	
-0.01392	0.00628	0.00234	0.00000	-0.16982	0.02196	0.02653	0.00000	
-0.01221	0.00631	0.00210	0.00000	-0.09704	0.02250	0.02299	0.00000	
-0.01035	0.00635	0.00186	0.00000	-0.07221	0.02315	0.01315	0.00000	
-0.00943	0.00632	0.00173	0.00000	-0.08247	0.06405	0.00598	0.00000	
-0.00859	0.00613	0.00158	0.00000	-0.10119	0.06693	0.01742	0.00000	
-0.00804	0.00610	0.00151	0.00000	-0.15090	0.04262	0.01954	0.00000	
