30.00000	11.91537	2.96420	0.00000	22.65730	11.76965	0.22584	-0.00000	
21.57380	5.89611	0.36994	0.00000	20.28870	7.95234	-1.44584	0.00000	
-8.70240	-5.27702	-0.85083	0.00000	2.48099	-1.40614	-6.30879	0.00000	
-14.30156	-6.79315	-0.67497	0.00000	-7.95173	-2.97101	0.15150	0.00000	
-13.36817	-5.81417	-0.22955	0.00000	-18.31641	-8.21642	1.66467	0.00000	
-10.65352	-4.55516	-0.02297	0.00000	-16.57434	-6.98134	1.56811	0.00000	
-6.81566	-2.89721	0.11850	0.00000	-10.04598	-4.09610	0.77076	0.00000	
-4.90944	-2.08964	0.14211	0.00000	-6.99519	-2.78657	0.72718	0.00000	
-2.95743	-1.26482	0.13285	0.00000	-3.03441	-1.09052	0.56044	0.00000	
-2.10356	-0.90349	0.11617	0.00000	-1.59551	-0.59785	0.37423	0.00000	
-1.26102	-0.54626	0.08984	0.00000	-1.69892	-0.90689	0.21808	0.00000	
-0.89574	-0.39119	0.07427	0.00000	-1.18857	-0.83320	0.09257	0.00000	
-0.53438	-0.23782	0.05514	0.00000	0.36581	-0.10106	-0.16634	0.00000	
-0.37702	-0.17116	0.04511	0.00000	0.95031	0.16287	-0.15741	0.00000	
-0.22046	-0.10502	0.03350	0.00000	0.99973	0.13071	-0.11844	0.00000	
-0.15215	-0.07627	0.02764	0.00000	0.88130	0.20449	-0.06618	0.00000	
-0.08449	-0.04786	0.02101	0.00000	0.61058	0.22023	0.00417	0.00000	
-0.05516	-0.03556	0.01775	0.00000	0.44888	0.21074	0.03260	0.00000	
-0.02653	-0.02350	0.01413	0.00000	0.28317	0.21768	0.05957	0.00000	
-0.01445	-0.01835	0.01236	0.00000	0.30103	0.21720	0.01362	0.00000	
-0.00287	-0.01327	0.01041	0.00000	0.23563	0.11683	-0.00173	0.00000	
0.00178	-0.01110	0.00946	0.00000	0.15617	0.05368	-0.00454	0.00000	
0.00589	-0.00898	0.00841	0.00000	0.05904	0.05407	-0.01721	0.00000	
0.00731	-0.00807	0.00789	0.00000	-0.06652	0.11301	0.04618	0.00000	
0.00798	-0.00726	0.00731	0.00000	-0.15543	0.20757	0.12241	0.00000	
0.00822	-0.00679	0.00702	0.00000	-0.15643	0.28521	0.16078	0.00000	
0.00780	-0.00636	0.00665	0.00000	-0.46347	0.01646	0.06563	0.00000	
0.00736	-0.00613	0.00646	0.00000	-0.38504	-0.19241	0.08905	0.00000	
0.00669	-0.00579	0.00621	0.00000	-0.06097	-0.62364	-0.30588	0.00000	
0.00637	-0.00551	0.00605	0.00000	-0.15991	-0.37231	-0.15809	0.00000	
0.00584	-0.00514	0.00583	0.00000	-0.22332	-0.13795	0.03161	0.00000	
0.00551	-0.00488	0.00570	0.00000	-0.12551	-0.08447	0.03595	0.00000	
0.00504	-0.00450	0.00550	0.00000	0.00031	0.01960	0.04316	0.00000	
0.00482	-0.00423	0.00537	0.00000	0.16931	0.11270	0.06318	0.00000	
0.00459	-0.00380	0.00517	0.00000	0.29482	0.13128	0.03687	0.00000	
0.00446	-0.00354	0.00503	0.00000	0.24787	0.10293	0.03175	0.00000	
0.00452	-0.00305	0.00482	0.00000	0.19586	0.06416	0.01691	0.00000	
30.00000	17.09236	6.91459	0.00000	30.15182	31.31947	8.28002	-0.00000	
30.00000	10.52703	-2.96713	0.00000	30.67571	16.34327	-0.59733	0.00000	
30.00000	10.23649	-3.66701	0.00000	21.94404	-2.26849	-2.92161	0.00000	
2.51834	1.26819	-0.19153	0.00000	-9.94009	-14.35132	-3.00669	0.00000	
-25.44755	-9.36339	1.85867	0.00000	-18.03049	-10.19920	-0.15731	0.00000	
-26.83957	-10.28988	1.88540	0.00000	-16.76958	-7.86087	-0.25599	0.00000	
-20.23826	-7.65994	1.55461	0.00000	-11.64102	-4.31559	0.05501	-0.00000	
-11.72936	-4.22939	1.07786	0.00000	-5.57945	-1.03219	0.13943	-0.00000	
-8.02318	-2.79166	0.81326	0.00000	-4.06306	-0.50374	0.09699	-0.00000	
-4.59835	-1.53018	0.51474	0.00000	-3.05481	-0.41811	0.08124	-0.00000	
-3.20963	-1.04414	0.37498	0.00000	-2.25604	-0.23957	0.11133	-0.00000	
-1.89468	-0.60022	0.23191	0.00000	-1.50899	-0.12978	0.09862	-0.00000	
-1.33929	-0.41798	0.16837	0.00000	-1.10062	0.07867	0.18479	-0.00000	
-0.79709	-0.24371	0.10436	0.00000	-0.70571	0.12244	0.14744	-0.00000	
-0.56323	-0.16996	0.07599	0.00000	-0.55111	0.08929	0.11630	-0.00000	
-0.33268	-0.09858	0.04728	0.00000	-0.43349	0.02325	0.07594	-0.00000	
-0.23266	-0.06823	0.03446	0.00000	-0.36424	0.00508	0.06279	-0.00000	
-0.13388	-0.03894	0.02137	0.00000	-0.25143	-0.00645	0.04246	-0.00000	
-0.09095	-0.02644	0.01554	0.00000	-0.18423	-0.01062	0.03117	-0.00000	
-0.04864	-0.01452	0.00952	0.00000	-0.10518	-0.01513	0.01776	-0.00000	
-0.03020	-0.00947	0.00680	0.00000	-0.07146	-0.01889	0.01385	-0.00000	
-0.01196	-0.00461	0.00403	0.00000	-0.04213	-0.02526	0.00751	-0.00000	
0.00050	0.00785	0.00136	0.00000	-0.24075	-0.06212	-0.01364	-0.00000	
0.00039	0.00766	0.00135	0.00000	-0.16614	-0.03692	-0.01175	-0.00000	
-11.26096	30.00000	19.65406	0.00000	57.31716	10.36469	-13.75623	0.00001	
30.00000	30.00000	2.84758	0.00000	31.78934	7.12899	1.20328	-0.00000	
30.00000	10.56917	-7.17480	0.00000	37.10976	5.15646	8.73855	0.00000	
-9.78647	-16.30766	-2.82133	0.00000	-0.43880	1.77591	-18.97509	-0.00000	
-17.21444	-20.02690	-2.30609	0.00000	-2.54244	8.33178	3.52209	0.00000	
-2.10877	-9.26064	-0.93176	0.00000	-25.71886	-13.81621	7.65748	0.00000	
0.18180	-2.79353	-0.22949	0.00000	-27.32853	-13.30821	4.11637	-0.00000	
-2.33363	3.67595	0.84088	0.00000	-20.81648	-7.34267	0.91756	0.00000	
-4.09105	4.95214	1.06109	0.00000	-12.93144	-4.32093	-0.25039	0.00000	
-5.45982	4.18933	0.83770	0.00000	-7.20837	-2.73322	0.16250	0.00000	
-5.54289	3.14725	0.59634	0.00000	-3.93467	-1.48769	0.29026	0.00000	
-4.90810	1.79127	0.30769	0.00000	-0.94602	-0.45252	0.21676	0.00000	
-4.25833	1.16668	0.18547	0.00000	-0.80639	-0.32821	0.15299	0.00000	
-3.25253	0.59217	0.08347	0.00000	-0.52863	-0.26344	0.16795	0.00000	
-2.65049	0.37638	0.05006	0.00000	-0.32638	-0.18115	0.12404	0.00000	
-1.90430	0.19700	0.02658	0.00000	0.31783	-0.19991	-0.11307	0.00000	
-1.51140	0.13319	0.01994	0.00000	0.67334	0.03933	-0.10248	0.00000	
-1.05684	0.08056	0.01554	0.00000	1.03625	0.21968	-0.13522	0.00000	
-0.82718	0.06143	0.01415	0.00000	0.84771	0.17328	-0.09368	0.00000	
-0.56747	0.04479	0.01270	0.00000	0.25974	-0.15056	-0.09351	0.00000	
-0.43786	0.03837	0.01188	0.00000	-0.01504	-0.39820	-0.10667	0.00000	
-0.29218	0.03245	0.01064	0.00000	0.07174	-0.42277	-0.12812	0.00000	
-0.21987	0.03003	0.00982	0.00000	0.09463	-0.26121	-0.05766	0.00000	
-0.13890	0.02764	0.00863	0.00000	0.22970	0.12811	0.12358	0.00000	
-0.09890	0.02657	0.00789	0.00000	0.26470	0.18523	0.13666	0.00000	
-0.05434	0.02551	0.00689	0.00000	0.30252	0.18218	0.08755	0.00000	
-0.03246	0.02503	0.00631	0.00000	0.30872	0.15817	0.06092	0.00000	
-0.00841	0.02453	0.00558	0.00000	0.27550	0.11773	0.03310	0.00000	
0.00314	0.02426	0.00516	0.00000	0.23824	0.09281	0.02180	0.00000	
0.01577	0.02391	0.00463	0.00000	0.17898	0.06176	0.01180	0.00000	
0.02148	0.02370	0.00435	0.00000	0.14398	0.04589	0.00796	0.00000	
0.02741	0.02333	0.00397	0.00000	0.10234	0.02870	0.00459	0.00000	
