0.00000	108.66364	-4.93216	-300.00000	0.45298	
0.00000	64.71637	-15.17219	-222.11361	-0.28568	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-78.51312	-5.83163	54.08208	1.44476	
0.00000	-128.27200	-42.75815	31.87804	1.20551	
0.00000	-50.27536	-12.09251	31.48478	0.54484	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-62.51855	-78.20232	82.22260	-1.67784	
0.00000	-62.72972	-132.40116	59.65213	-1.79696	
0.00000	-93.70405	15.65263	33.37981	1.21326	
0.00000	-156.20873	107.81183	58.35451	2.05860	
0.00000	-109.83553	123.17111	7.57742	1.64129	
0.00000	-183.80329	-30.58830	-3.57995	-0.34238	
0.00000	-159.36741	-2.43475	-2.60042	-0.25841	
0.00000	-86.88132	-18.86071	-12.78900	-0.40151	
0.00000	-42.92166	-40.32291	-6.27191	-0.33425	
0.00000	17.41137	-42.12470	1.50452	-0.07982	
0.00000	18.92809	-32.22686	1.48770	-0.00462	
0.00000	18.42530	-22.11570	1.38815	0.06305	
0.00000	11.60190	-20.03324	1.09791	0.04702	
0.00000	-12.41208	-26.94763	0.18829	-0.10788	
0.00000	-18.76524	-8.26991	-0.21334	-0.00706	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-47.04441	-216.75678	-85.07754	-0.78873	
0.00000	-97.16119	-194.93690	-68.72154	-0.44325	
0.00000	-70.77974	-135.05755	-50.53898	-0.29688	
0.00000	-22.75496	-74.73420	-16.23805	0.20066	
0.00000	-11.65340	1.63100	9.87980	0.83646	
0.00000	-39.47789	27.19528	7.42363	0.93013	
0.00000	-27.89428	7.46880	1.17270	0.52486	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-18.02569	-3.30081	-0.22267	0.03060	
0.00000	-21.42187	-26.12023	-0.17985	-0.14234	
0.00000	-7.95028	2.77109	-2.96448	0.21445	
0.00000	-6.18377	17.01558	-5.00761	0.16500	
0.00000	-17.76760	-37.21950	-132.95573	-1.85692	
0.00000	-46.80986	-76.31258	20.25911	-1.41753	
0.00000	-37.69355	26.14832	27.57127	0.61528	
0.00000	-23.19096	15.48363	17.87270	0.39986	
0.00000	27.53766	23.69831	-17.06784	0.11884	
0.00000	67.36110	-2.03316	-52.46564	-0.12693	
0.00000	106.41552	-2.58253	-54.14637	-0.03350	
0.00000	84.29269	22.46045	-9.95566	0.56448	
0.00000	0.40900	39.60032	23.80320	0.68556	
0.00000	-9.88228	24.55623	31.37816	0.49131	
0.00000	5.61404	3.04563	7.06304	0.08431	
0.00000	28.44790	0.47586	9.20959	-0.02770	
0.00000	14.19502	-0.40297	4.73038	0.00220	
0.00000	-38.85357	-5.32003	20.80588	0.40066	
0.00000	-21.55288	4.93829	4.63045	0.18227	
0.00000	-59.77116	15.86864	-14.50276	-0.15814	
0.00000	-50.44577	16.84047	-15.77761	-0.16421	
0.00000	-22.31461	14.53022	15.55549	0.36362	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	11.29545	-0.18921	-5.37295	-0.38109	
0.00000	56.70957	76.06251	29.55158	0.41132	
0.00000	65.81770	97.09195	40.76549	0.85152	
0.00000	25.45775	77.45001	-6.83560	0.53765	
0.00000	7.10822	68.80665	-9.26659	0.35611	
0.00000	10.35932	60.82872	-8.76424	0.51583	
0.00000	29.15726	41.88484	1.30857	0.55335	
0.00000	-11.05169	11.96208	-0.06255	0.16724	
0.00000	-12.69202	10.74216	-0.11882	0.15149	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
0.00000	-16.33941	8.02959	-0.24393	0.11646	
