0.00000	-300.00000	300.00000	17.37038	0.46017	
0.00000	-300.00000	300.00000	82.41447	1.00199	
0.00000	300.00000	300.00000	196.11327	0.57971	
0.00000	300.00000	274.98181	-238.01035	-0.68050	
0.00000	-21.94891	-14.80814	-108.34763	-0.57164	
0.00000	-163.08015	-145.89871	-47.12523	-0.66635	
0.00000	-97.51648	-207.06695	-59.56898	-0.18584	
0.00000	-54.31305	-108.71317	-33.79626	0.00361	
0.00000	4.64965	-90.61695	-14.76456	0.10142	
0.00000	34.41782	-53.23831	-2.84446	0.09322	
0.00000	34.52660	-34.85363	-1.10920	0.06543	
0.00000	27.12515	-23.46927	-1.36537	0.04312	
0.00000	16.15299	-14.20458	-1.82258	0.02551	
0.00000	9.82535	-9.67326	-1.77982	0.01868	
0.00000	5.29121	-6.52169	-1.53320	0.01496	
0.00000	1.37455	-3.93912	-1.13679	0.01260	
0.00000	-0.43577	-2.88337	-0.88224	0.01183	
0.00000	-1.56685	-2.33289	-0.68781	0.01147	
0.00000	-2.32026	-2.06105	-0.51106	0.01125	
0.00000	-2.49412	-2.03352	-0.42599	0.01111	
0.00000	-2.44885	-2.05265	-0.36624	0.01093	
0.00000	-2.18385	-2.08617	-0.31650	0.01059	
0.00000	-1.90750	-2.08312	-0.29089	0.01026	
0.00000	-1.61153	-2.05672	-0.27369	0.00988	
0.00000	-1.22421	-1.98070	-0.25566	0.00931	
0.00000	-0.95876	-1.90188	-0.24450	0.00885	
0.00000	-0.72407	-1.81459	-0.23579	0.00840	
0.00000	-0.45103	-1.68405	-0.22402	0.00779	
0.00000	-0.28186	-1.57906	-0.21363	0.00735	
0.00000	300.00000	23.39864	-300.00000	-1.31246	
0.00000	-300.00000	-255.27624	208.82654	0.10175	
0.00000	300.00000	-144.71275	300.00000	1.13219	
0.00000	300.00000	188.97664	129.64705	1.58556	
0.00000	-222.40640	-6.85852	10.40161	-0.28299	
0.00000	-208.49336	37.54915	-59.10403	-0.25275	
0.00000	-199.68282	212.22799	-90.88091	0.58492	
0.00000	-95.40363	-10.12942	5.55203	-0.19869	
0.00000	-144.70415	-104.38768	13.75763	-0.26922	
0.00000	-114.63633	-85.78392	11.08658	-0.12071	
0.00000	-37.67929	-36.72735	13.39417	-0.00752	
0.00000	-8.35349	-15.51384	12.23457	0.01986	
0.00000	2.20162	-5.12039	9.50681	0.02694	
0.00000	4.65656	0.63480	5.88947	0.02607	
0.00000	4.39974	2.40276	3.85311	0.02336	
0.00000	4.32905	3.24294	2.42464	0.02017	
0.00000	5.02537	3.59832	1.24945	0.01546	
0.00000	5.90589	3.48834	0.75106	0.01161	
0.00000	6.75467	3.14368	0.46780	0.00762	
0.00000	7.40164	2.43173	0.30064	0.00241	
0.00000	7.34148	1.78382	0.27314	-0.00116	
0.00000	6.80550	1.10068	0.29938	-0.00428	
0.00000	5.50232	0.22225	0.36994	-0.00764	
0.00000	4.24338	-0.37350	0.43606	-0.00956	
0.00000	2.88038	-0.89409	0.50238	-0.01103	
0.00000	-300.00000	-131.33490	300.00000	0.17283	
0.00000	300.00000	99.20753	-22.53973	0.83720	
0.00000	-300.00000	14.35736	-300.00000	-0.95213	
0.00000	-300.00000	-227.24260	-113.42195	-1.60627	
0.00000	-58.62810	-300.00000	52.38708	-1.29120	
0.00000	78.19210	28.57193	40.00491	0.23732	
0.00000	228.61621	86.29493	12.83271	0.44183	
0.00000	299.39419	105.72550	-19.46933	0.30329	
0.00000	242.05995	92.10860	-26.55029	0.14900	
0.00000	114.54241	50.73835	-24.15325	0.02632	
0.00000	50.90932	26.30025	-19.25729	-0.00714	
