-0.49840	0.95942
-0.47551	0.84189
-0.39749	0.67600
-0.27938	0.50148
-0.17289	0.34147
-0.09602	0.21003
-0.03539	0.11077
-0.00074	0.04895
0.01316	0.01740
0.02211	0.00158
0.02511	-0.00492
0.02277	-0.00611
0.01912	-0.00554
0.01743	-0.00412
0.01523	-0.00170
0.01373	0.00024
0.01159	0.00202
0.00774	0.00450
0.00461	0.00686
0.00186	0.00853
-0.00074	0.00875
-0.00227	0.00800
-0.00228	0.00683
-0.00229	0.00562
-0.00328	0.00468
-0.00445	0.00385
-0.00494	0.00316
-0.00424	0.00319
-0.00415	0.00352
-0.00295	0.00378
-0.00230	0.00467
-0.00277	0.00608
-0.00304	0.00736
-0.00374	0.00840
-0.00507	0.00911
-0.00485	0.00940
-0.00486	0.00916
-0.00524	0.00840
-0.00533	0.00745
-0.00672	0.00640
-0.00860	0.00507
-0.00771	0.00362
-0.00519	0.00258
-0.00240	0.00251
0.00120	0.00333
0.00345	0.00548
0.00509	0.00773
-1.76642	0.80914
-1.51421	0.84101
-1.20731	0.97502
-0.96301	1.07167
-0.74563	1.02031
-0.56301	0.91485
-0.43589	0.79600
-0.34727	0.70376
-0.29394	0.63570
-0.27721	0.57987
-0.27263	0.54358
-0.26279	0.52690
-0.25320	0.51845
-0.24188	0.51564
-0.23231	0.51404
-0.22419	0.51293
-0.21780	0.51162
-0.21388	0.51008
-0.21215	0.50816
-0.21175	0.50661
-0.21340	0.50402
-0.21570	0.50031
-0.21751	0.49669
-0.21756	0.49398
-0.21579	0.49238
-0.21283	0.49154
-0.20799	0.49249
-0.20460	0.49379
-0.20246	0.49464
-0.20276	0.49392
-0.20496	0.49137
-0.20701	0.48852
-0.20924	0.48497
-0.21092	0.48169
-0.21197	0.47862
-0.21280	0.47540
-0.21307	0.47290
1.18722	-1.57415
1.21914	-1.40299
1.09914	-1.10022
0.80146	-0.81009
0.46771	-0.70699
0.23997	-0.69310
0.12621	-0.62773
0.02491	-0.53797
-0.09586	-0.44957
-0.21511	-0.35936
-0.31026	-0.25801
-0.37773	-0.15135
-0.41419	-0.05222
-0.41540	0.02907
-0.38618	0.09146
-0.33876	0.13336
-0.27337	0.15192
-0.20078	0.14912
-0.13827	0.13258
-0.08936	0.10749
-0.06602	0.09962
-0.06506	0.11369
-0.06292	0.12210
-0.05879	0.12167
-0.05114	0.11046
-0.04903	0.09806
-0.04638	0.08365
-0.04944	0.07276
-0.06201	0.06559
-0.08664	0.06288
-0.11772	0.05854
-0.13341	0.04209
-0.14303	0.02392
-0.14501	0.00656
-0.14855	-0.00633
-0.15189	-0.01542
-0.15337	-0.02261
-0.14846	-0.02720
-0.14398	-0.03434
-0.14140	-0.04541
-0.13985	-0.05701
-0.13847	-0.06533
-0.13599	-0.07052
-0.13570	-0.06958
-0.13706	-0.06585
-0.13838	-0.06503
-0.14022	-0.06701
-0.14095	-0.06950
-0.14375	-0.07017
-0.14695	-0.06970
-0.14473	-0.06750
-0.14199	-0.06684
-0.14352	-0.06987
-0.14252	-0.07146
-0.14393	-0.07010
-2.22421	-1.57686
-1.97670	-1.56410
-1.64701	-1.62337
-1.36159	-1.64515
-1.15415	-1.53015
-1.13711	-1.56788
-1.09514	-1.63593
-1.04414	-1.63083
-0.96054	-1.56818
-0.85171	-1.44547
-0.75856	-1.27658
-0.71142	-1.09332
-0.68463	-0.93763
-0.65124	-0.83448
-0.61426	-0.78677
-0.59137	-0.77062
-0.58760	-0.76022
-0.59076	-0.75010
-0.59189	-0.74408
-0.59061	-0.74060
-0.58865	-0.73818
-0.58711	-0.73563
-0.58560	-0.73272
-0.58335	-0.73052
-0.58107	-0.72956
-0.57908	-0.72897
-0.57644	-0.72872
-0.57468	-0.72822
-0.57299	-0.72758
-0.57182	-0.72665
-0.57074	-0.72563
2.20753	1.87358
2.13125	1.58577
1.77296	1.24207
1.27453	1.18891
0.98483	1.23452
0.78658	1.15370
0.59590	1.01160
0.43326	0.82072
0.31871	0.61028
0.22095	0.42577
0.14909	0.27908
0.11119	0.17372
0.09796	0.10310
0.09847	0.05454
0.10050	0.02329
0.09739	0.00591
0.09125	-0.00473
0.08389	-0.01104
0.07534	-0.01419
0.06674	-0.01509
0.05908	-0.01514
0.05188	-0.01512
0.04635	-0.01627
0.04101	-0.01679
0.03796	-0.01825
0.03569	-0.02066
0.03349	-0.02310
0.03068	-0.02476
0.02882	-0.02611
0.02891	-0.02886
0.02978	-0.03232
0.02984	-0.03487
0.02996	-0.03744
0.03157	-0.04237
0.03343	-0.04793
0.03560	-0.05350
0.03831	-0.05865
0.04101	-0.06295
0.04390	-0.06626
0.04651	-0.06832
0.04748	-0.06891
0.04819	-0.06961
0.05019	-0.07170
0.05253	-0.07464
