-3.14159, 3.40146
-3.11002, 2.95787
-3.07845, 2.97191
-3.04687, 3.86988
-3.01530, 5.06576
-2.98372, 5.08780
-2.95215, 4.33192
-2.92058, 5.04199
-2.88900, 5.06809
-2.85743, 5.09431
-2.82585, 6.00922
-2.79428, 6.08491
-2.76271, 6.11466
-2.73113, 6.14410
-2.69956, 3.33463
-2.66799, 1.09401
-2.63641, 1.09935
-2.60484, 1.10441
-2.57326, 0.18010
-2.54169, 0.18095
-2.51012, 0.52668
-2.47854, 0.52963
-2.44697, 0.53235
-2.41540, 0.53535
-2.38382, -0.95853
-2.35225, -0.92323
-2.32067, -0.91613
-2.28910, -0.90912
-2.25753, -1.19064
-2.22595, 0.17436
-2.19438, -0.50243
-2.16280, -0.49958
-2.13123, -0.49712
-2.09966, -1.27000
-2.06808, -2.12449
-2.03651, -1.40292
-2.00494, -2.06783
-1.97336, -1.71643
-1.94179, -1.76730
-1.91021, -2.08944
-1.87864, -1.67491
-1.84707, -1.67183
-1.81549, -1.87871
-1.78392, -1.87561
-1.75235, -2.10099
-1.72077, -2.09939
-1.68920, -2.09818
-1.65762, -2.09736
-1.62605, -1.84384
-1.59448, -1.84436
-1.56290, -1.69624
-1.53133, -1.69780
-1.49976, -1.60732
-1.46818, -2.10552
-1.43661, -2.10861
-1.40503, -2.46557
-1.37346, -2.46963
-1.34189, -2.27000
-1.31031, -2.27223
-1.27874, -2.27467
-1.24716, -2.52754
-1.21559, -1.77077
-1.18402, -2.01888
-1.15244, -0.13952
-1.12087, 1.38949
-1.08930, 1.38814
-1.05772, 0.80317
-1.02615, 1.06778
-0.99457, 0.98805
-0.96300, 0.98621
-0.93143, 1.04017
-0.89985, 1.03765
-0.86828, 3.16060
-0.83671, 3.15103
-0.80513, 3.42697
-0.77356, 3.41588
-0.74198, 4.33538
-0.71041, 4.32004
-0.67884, 4.30276
-0.64726, 2.08605
-0.61569, 2.24442
-0.58412, 2.23650
-0.55254, 2.22877
-0.52097, 2.22100
-0.48939, -0.11709
-0.45782, -0.11756
-0.42625, 1.86458
-0.39467, 0.87302
-0.36310, 1.18010
-0.33152, 0.98108
-0.29995, 0.97853
-0.26838, 1.29033
-0.23680, 2.59017
-0.20523, 2.58104
-0.17366, 2.57230
-0.14208, 2.56323
-0.11051, 0.69863
-0.07893, 0.69674
-0.04736, 0.25253
-0.01579, 0.25192
0.01579, 0.55049
0.04736, -0.31197
0.07893, 0.32460
0.11051, 0.41103
0.14208, 0.39113
0.17366, 0.39025
0.20523, 0.38938
0.23680, -0.64919
0.26838, -0.65060
0.29995, -0.73996
0.33152, -0.74150
0.36310, -0.98498
0.39467, -0.98694
0.42625, -3.18177
0.45782, -3.38128
0.48939, -3.14643
0.52097, -1.37470
0.55254, -0.49040
0.58412, -0.49193
0.61569, -0.49350
0.64726, -0.01607
0.67884, -0.01612
0.71041, 0.53506
0.74198, 0.71696
0.77356, 0.71526
0.80513, 0.88491
0.83671, 0.67028
0.86828, 1.52671
0.89985, 0.03940
0.93143, -0.63019
0.96300, -0.63169
0.99457, -0.63298
1.02615, -0.51947
1.05772, -0.52088
1.08930, 0.30834
1.12087, 0.30701
1.15244, 0.56052
1.18402, 0.55821
1.21559, 0.29842
1.24716, 0.32879
1.27874, 0.32869
1.31031, 0.66794
1.34189, 0.54911
1.37346, 1.18328
1.40503, 1.38189
1.43661, 0.78466
1.46818, 1.13092
1.49976, 1.13128
1.53133, 0.60107
1.56290, 1.11840
1.59448, 1.16852
1.62605, 0.34094
1.65762, 0.32210
1.68920, 0.32218
1.72077, -1.35182
1.75235, -1.35322
1.78392, -1.35465
1.81549, -1.35562
1.84707, -1.35622
1.87864, -1.50024
1.91021, -1.49993
1.94179, -1.18063
1.97336, -1.17999
2.00494, -0.89420
2.03651, -1.16750
2.06808, -0.10501
2.09966, -1.40212
2.13123, -1.40222
2.16280, -1.40209
2.19438, -0.81872
2.22595, -1.85117
2.25753, -1.18584
2.28910, -1.18525
2.32067, -1.21385
2.35225, -2.49916
2.38382, -2.49868
2.41540, -2.49815
2.44697, -2.49762
2.47854, -1.20879
2.51012, -1.41182
2.54169, -1.41126
2.57326, -1.47474
2.60484, -1.47401
2.63641, -1.47320
2.66799, -1.45979
2.69956, -1.32709
2.73113, -1.20839
2.76271, 0.08823
2.79428, 0.82345
2.82585, 0.82380
2.85743, 1.39883
2.88900, 1.36015
2.92058, 2.17800
2.95215, 2.15684
2.98372, 2.16427
3.01530, 2.17188
3.04687, 2.18035
3.07845, 2.18896
3.11002, 2.30330
3.14159, 3.40146
