-3.14159, 0.49987
-3.11002, 0.49994
-3.07845, 0.50004
-3.04687, 0.50013
-3.01530, 0.50021
-2.98372, 0.50029
-2.95215, 0.50035
-2.92058, 0.50039
-2.88900, 0.50044
-2.85743, 0.50048
-2.82585, 0.50052
-2.79428, 0.50055
-2.76271, 0.50059
-2.73113, 0.50062
-2.69956, 0.50064
-2.66799, 0.50068
-2.63641, 0.50072
-2.60484, 0.50075
-2.57326, 0.50079
-2.54169, 0.50083
-2.51012, 0.50088
-2.47854, 0.50094
-2.44697, 0.50101
-2.41540, 0.50107
-2.38382, 0.50115
-2.35225, 0.50121
-2.32067, 0.50126
-2.28910, 0.50129
-2.25753, 0.50132
-2.22595, 0.50137
-2.19438, 0.50144
-2.16280, 0.50152
-2.13123, 0.50163
-2.09966, 0.50174
-2.06808, 0.50182
-2.03651, 0.50187
-2.00494, 0.50193
-1.97336, 0.50200
-1.94179, 0.50207
-1.91021, 0.50212
-1.87864, 0.50216
-1.84707, 0.50219
-1.81549, 0.50221
-1.78392, 0.50222
-1.75235, 0.50223
-1.72077, 0.50223
-1.68920, 0.50224
-1.65762, 0.50226
-1.62605, 0.50227
-1.59448, 0.50225
-1.56290, 0.50223
-1.53133, 0.50220
-1.49976, 0.50216
-1.46818, 0.50211
-1.43661, 0.50207
-1.40503, 0.50202
-1.37346, 0.50196
-1.34189, 0.50192
-1.31031, 0.50189
-1.27874, 0.50185
-1.24716, 0.50180
-1.21559, 0.50172
-1.18402, 0.50166
-1.15244, 0.50160
-1.12087, 0.50153
-1.08930, 0.50147
-1.05772, 0.50141
-1.02615, 0.50132
-0.99457, 0.50125
-0.96300, 0.50118
-0.93143, 0.50112
-0.89985, 0.50105
-0.86828, 0.50099
-0.83671, 0.50093
-0.80513, 0.50086
-0.77356, 0.50079
-0.74198, 0.50071
-0.71041, 0.50064
-0.67884, 0.50060
-0.64726, 0.50057
-0.61569, 0.50053
-0.58412, 0.50050
-0.55254, 0.50047
-0.52097, 0.50044
-0.48939, 0.50042
-0.45782, 0.50043
-0.42625, 0.50045
-0.39467, 0.50046
-0.36310, 0.50047
-0.33152, 0.50049
-0.29995, 0.50052
-0.26838, 0.50057
-0.23680, 0.50060
-0.20523, 0.50064
-0.17366, 0.50067
-0.14208, 0.50069
-0.11051, 0.50070
-0.07893, 0.50072
-0.04736, 0.50074
-0.01579, 0.50079
0.01579, 0.50081
0.04736, 0.50085
0.07893, 0.50088
0.11051, 0.50090
0.14208, 0.50091
0.17366, 0.50090
0.20523, 0.50088
0.23680, 0.50086
0.26838, 0.50087
0.29995, 0.50086
0.33152, 0.50083
0.36310, 0.50080
0.39467, 0.50077
0.42625, 0.50074
0.45782, 0.50071
0.48939, 0.50069
0.52097, 0.50068
0.55254, 0.50066
0.58412, 0.50063
0.61569, 0.50061
0.64726, 0.50059
0.67884, 0.50057
0.71041, 0.50055
0.74198, 0.50051
0.77356, 0.50046
0.80513, 0.50042
0.83671, 0.50037
0.86828, 0.50031
0.89985, 0.50025
0.93143, 0.50020
0.96300, 0.50014
0.99457, 0.50006
1.02615, 0.49995
1.05772, 0.49983
1.08930, 0.49972
1.12087, 0.49961
1.15244, 0.49951
1.18402, 0.49941
1.21559, 0.49931
1.24716, 0.49927
1.27874, 0.49925
1.31031, 0.49923
1.34189, 0.49921
1.37346, 0.49920
1.40503, 0.49920
1.43661, 0.49921
1.46818, 0.49921
1.49976, 0.49920
1.53133, 0.49920
1.56290, 0.49920
1.59448, 0.49915
1.62605, 0.49909
1.65762, 0.49902
1.68920, 0.49898
1.72077, 0.49892
1.75235, 0.49888
1.78392, 0.49886
1.81549, 0.49885
1.84707, 0.49884
1.87864, 0.49883
1.91021, 0.49881
1.94179, 0.49880
1.97336, 0.49879
2.00494, 0.49877
2.03651, 0.49875
2.06808, 0.49873
2.09966, 0.49871
2.13123, 0.49871
2.16280, 0.49874
2.19438, 0.49877
2.22595, 0.49880
2.25753, 0.49883
2.28910, 0.49885
2.32067, 0.49887
2.35225, 0.49889
2.38382, 0.49891
2.41540, 0.49895
2.44697, 0.49895
2.47854, 0.49891
2.51012, 0.49886
2.54169, 0.49883
2.57326, 0.49885
2.60484, 0.49887
2.63641, 0.49890
2.66799, 0.49891
2.69956, 0.49896
2.73113, 0.49903
2.76271, 0.49911
2.79428, 0.49920
2.82585, 0.49929
2.85743, 0.49938
2.88900, 0.49948
2.92058, 0.49956
2.95215, 0.49960
2.98372, 0.49963
3.01530, 0.49968
3.04687, 0.49971
3.07845, 0.49976
3.11002, 0.49981
3.14159, 0.49987
