-3.14159, -18.90532
-3.11002, -18.82941
-3.07845, -18.75350
-3.04687, -18.67759
-3.01530, -18.60168
-2.98372, -18.52578
-2.95215, -18.44987
-2.92058, -18.37396
-2.88900, -18.29805
-2.85743, -18.22214
-2.82585, -18.14623
-2.79428, -18.07033
-2.76271, -17.99442
-2.73113, -17.91851
-2.69956, -17.84260
-2.66799, -17.76669
-2.63641, -17.69079
-2.60484, -17.61488
-2.57326, -17.53897
-2.54169, -17.46306
-2.51012, -17.38715
-2.47854, -17.31124
-2.44697, -17.23534
-2.41540, -17.15943
-2.38382, -17.08352
-2.35225, -17.00761
-2.32067, -16.93170
-2.28910, -16.85579
-2.25753, -16.77989
-2.22595, -16.70398
-2.19438, -16.62807
-2.16280, -16.55216
-2.13123, -16.47625
-2.09966, -16.40035
-2.06808, -16.32444
-2.03651, -16.24853
-2.00494, -16.17262
-1.97336, -16.09671
-1.94179, -16.02080
-1.91021, -15.94490
-1.87864, -15.86899
-1.84707, -15.79308
-1.81549, -15.71717
-1.78392, -15.64126
-1.75235, -15.56536
-1.72077, -15.48945
-1.68920, -15.41354
-1.65762, -15.33763
-1.62605, -15.26172
-1.59448, -15.18581
-1.56290, -15.10427
-1.53133, -15.02012
-1.49976, -14.93597
-1.46818, -14.85181
-1.43661, -14.76766
-1.40503, -14.68351
-1.37346, -14.59935
-1.34189, -14.51520
-1.31031, -14.43105
-1.27874, -14.34690
-1.24716, -14.26274
-1.21559, -14.17859
-1.18402, -14.09444
-1.15244, -14.01029
-1.12087, -13.92613
-1.08930, -13.84198
-1.05772, -13.75783
-1.02615, -13.67367
-0.99457, -13.59593
-0.96300, -13.52088
-0.93143, -13.40900
-0.89985, -13.28682
-0.86828, -13.16463
-0.83671, -13.04245
-0.80513, -12.92026
-0.77356, -12.79807
-0.74198, -12.67589
-0.71041, -12.55370
-0.67884, -12.43151
-0.64726, -12.28460
-0.61569, -12.13018
-0.58412, -11.97575
-0.55254, -11.82133
-0.52097, -11.68191
-0.48939, -11.52069
-0.45782, -11.27149
-0.42625, -11.00335
-0.39467, -10.72769
-0.36310, -10.46934
-0.33152, -10.23369
-0.29995, -10.03881
-0.26838, -9.92693
-0.23680, -9.80855
-0.20523, -9.68191
-0.17366, -9.53527
-0.14208, -9.35858
-0.11051, -9.13665
-0.07893, -8.91202
-0.04736, -8.75696
-0.01579, -8.62395
0.01579, -8.46347
0.04736, -8.35289
0.07893, -8.31760
0.11051, -8.32643
0.14208, -8.39222
0.17366, -8.50195
0.20523, -8.61633
0.23680, -8.73372
0.26838, -8.79741
0.29995, -8.85470
0.33152, -8.90017
0.36310, -8.94437
0.39467, -8.95625
0.42625, -8.94422
0.45782, -8.93489
0.48939, -8.87511
0.52097, -8.76813
0.55254, -8.68508
0.58412, -8.60676
0.61569, -8.52557
0.64726, -8.44357
0.67884, -8.36158
0.71041, -8.27958
0.74198, -8.20139
0.77356, -8.12559
0.80513, -8.04979
0.83671, -7.97399
0.86828, -7.90225
0.89985, -7.79959
0.93143, -7.69693
0.96300, -7.59427
0.99457, -7.49161
1.02615, -7.38895
1.05772, -7.28630
1.08930, -7.18364
1.12087, -7.08098
1.15244, -6.97875
1.18402, -6.87854
1.21559, -6.77834
1.24716, -6.67813
1.27874, -6.57792
1.31031, -6.47667
1.34189, -6.30754
1.37346, -6.13840
1.40503, -5.96927
1.43661, -5.80014
1.46818, -5.63100
1.49976, -5.46179
1.53133, -5.29092
1.56290, -5.12005
1.59448, -4.94918
1.62605, -4.77831
1.65762, -4.60744
1.68920, -4.43657
1.72077, -4.26570
1.75235, -4.09483
1.78392, -3.92396
1.81549, -3.75309
1.84707, -3.58222
1.87864, -3.41135
1.91021, -3.24048
1.94179, -3.06961
1.97336, -2.89874
2.00494, -2.72787
2.03651, -2.55700
2.06808, -2.38613
2.09966, -2.21526
2.13123, -2.04439
2.16280, -1.87352
2.19438, -1.70265
2.22595, -1.53178
2.25753, -1.36091
2.28910, -1.19004
2.32067, -1.01917
2.35225, -0.84830
2.38382, -0.67743
2.41540, -0.50656
2.44697, -0.33569
2.47854, -0.16482
2.51012, 0.00604
2.54169, 0.17691
2.57326, 0.34778
2.60484, 0.51865
2.63641, 0.68952
2.66799, 0.86039
2.69956, 1.03126
2.73113, 1.20213
2.76271, 1.37300
2.79428, 1.54387
2.82585, 1.71474
2.85743, 1.88561
2.88900, 2.05648
2.92058, 2.22735
2.95215, 2.39822
2.98372, 2.56909
3.01530, 2.73996
3.04687, 2.91083
3.07845, 3.08170
3.11002, 3.25257
3.14159, 3.42344
